vp,block,trial,type,row,rel,eva,primcol,tarcol,prime,target,response,rt,NA
7,0,13,prac,1,ant,pos,a_neg_2,a_pos_2,WIDERLICH,BEZAUBERND,positiv,0.6128671585537081,NA
7,0,14,prac,5,un,neg,b_pos_2,a_neg_1,BRILLIANT,KOMPLIZIERT,positiv,0.7115796877274153,NA
7,0,15,prac,6,un,neg,b_pos_1,a_neg_2,ALTRUISTISCH,UNEHRLICH,negativ,0.39044077266222654,NA
7,0,16,prac,3,syn,pos,a_pos_1,a_pos_2,AKTIV,MUNTER,positiv,0.48031026120761827,NA
7,0,17,prac,0,ant,pos,b_neg_1,b_pos_2,SPIEßIG,AUFGESCHLOSSEN,positiv,0.7140631003854653,NA
7,0,18,prac,2,syn,pos,b_pos_1,b_pos_2,INNOVATIV,ERFINDERISCH,positiv,0.7040740132822274,NA
7,0,19,prac,3,eval,neg,b_neg_2,a_neg_2,ILLEGAL,MATT,positiv,0.7023237653023358,NA
7,0,20,prac,6,ant,neg,b_pos_2,b_neg_2,GEMEINSCHAFTLICH,SELBSTSÜCHTIG,positiv,0.43129329490561863,NA
7,0,21,prac,5,syn,neg,b_neg_1,b_neg_2,PLUMP,IDIOTISCH,negativ,0.5610309050239931,NA
7,0,22,prac,4,ant,pos,a_neg_1,a_pos_1,ÜBERTRIEBEN,NATÜRLICH,positiv,0.4104324571460541,NA
7,0,23,prac,1,eval,neg,a_neg_1,b_neg_1,ABSTOßEND,ZWANGHAFT,positiv,0.6640701674735975,NA
7,0,24,prac,7,un,neg,b_pos_1,a_neg_2,GESCHICKT,UNERBITTLICH,negativ,0.41170737185358525,NA
7,0,25,prac,1,eval,pos,a_pos_2,b_pos_2,BEZAUBERND,LÄSSIG,negativ,0.6684961154049037,NA
7,0,26,prac,4,ant,neg,b_pos_2,b_neg_2,BESCHÜTZT,RISKANT,negativ,0.7517363948183199,NA
7,0,27,prac,2,syn,neg,a_neg_2,a_neg_1,NASS,REGNERISCH,negativ,0.7411726036705973,NA
7,0,28,prac,0,un,neg,b_pos_1,a_neg_1,OFFEN,UNGENÜGEND,positiv,0.4411603988252527,NA
7,0,29,prac,3,eval,pos,a_pos_2,b_pos_1,MUNTER,ANSTÄNDIG,positiv,0.7394154686929437,NA
7,0,30,prac,6,un,pos,b_neg_1,a_pos_1,EGOISTISCH,AUTHENTISCH,positiv,0.56497485269399,NA
7,0,31,prac,7,un,pos,a_neg_1,b_pos_2,ERBARMUNGSLOS,GEKONNT,negativ,0.560647354500426,NA
7,0,32,prac,5,syn,pos,a_pos_2,a_pos_1,PRAKTISCH,PRAGMATISCH,negativ,0.5783964569896671,NA
7,1,1,warm,5,ant,pos,a_neg_2,a_pos_2,UMSTÄNDLICH,PRAKTISCH,positiv,0.6050888893347711,NA
7,1,2,warm,3,un,neg,b_pos_2,a_neg_1,RESPEKTABEL,SCHLAPP,negativ,0.4971222530459006,NA
7,1,3,warm,6,syn,neg,b_neg_2,b_neg_1,SELBSTSÜCHTIG,EGOISTISCH,negativ,0.5911008935974535,NA
7,1,4,warm,4,eval,pos,a_pos_1,b_pos_2,NATÜRLICH,BESCHÜTZT,positiv,0.7638485625914666,NA
7,1,5,test,2,un,neg,b_pos_1,a_neg_2,TAKTVOLL,FETT,positiv,0.24604659140519908,NA
7,1,6,test,27,un,pos,b_neg_1,a_pos_1,WANKELMÜTIG,LEBHAFT,positiv,0.4631023029751771,NA
7,1,7,test,16,syn,pos,a_pos_1,a_pos_2,ZUVORKOMMEND,GALANT,negativ,0.6115235969489794,NA
7,1,8,test,11,eval,pos,a_pos_2,b_pos_1,AUSGEGLICHEN,SCHÖN,positiv,0.3864136514293528,NA
7,1,9,test,21,ant,neg,a_pos_1,a_neg_2,VERTRAUT,DISTANZIERT,negativ,0.5052503504405138,NA
7,1,10,test,5,ant,pos,a_neg_1,a_pos_1,UNGLÜCKLICH,FROH,negativ,0.3385472277503551,NA
7,1,11,test,22,syn,neg,b_neg_1,b_neg_2,NACHLÄSSIG,SCHLUDRIG,positiv,0.6341368382224032,NA
7,1,12,test,20,eval,neg,a_neg_2,b_neg_1,AUSGEGRENZT,SCHMUTZIG,negativ,0.4834540923594006,NA
7,1,13,test,24,syn,neg,a_neg_1,a_neg_2,HART,STRENG,positiv,0.5449488863463123,NA
7,1,14,test,8,ant,pos,b_neg_2,b_pos_2,ZERSTÖRT,GANZ,positiv,0.5003237761510752,NA
7,1,15,test,1,ant,pos,b_neg_2,b_pos_2,EINGESPERRT,UNGEZWUNGEN,negativ,0.38198099060711516,NA
7,1,16,test,26,un,pos,b_neg_2,a_pos_1,UNWITZIG,WOHLWOLLEND,positiv,0.6327301815162409,NA
7,1,17,test,9,eval,pos,b_pos_1,a_pos_1,ELEGANT,MUTIG,positiv,0.5137163287037692,NA
7,1,18,test,15,eval,pos,a_pos_1,b_pos_1,EINFÜHLSAM,ABWECHSLUNGSREICH,positiv,0.6807078947617516,NA
7,1,19,test,17,ant,pos,a_neg_2,a_pos_1,ANGRIFFSLUSTIG,FRIEDLICH,positiv,0.4626543046683908,NA
7,1,20,test,19,syn,pos,a_pos_1,a_pos_2,ZUSAMMEN,GEMEINSAM,negativ,0.5658148669704177,NA
7,1,21,test,12,un,pos,a_neg_1,b_pos_2,SCHÜCHTERN,KÖSTLICH,positiv,0.46836404366392853,NA
7,1,22,test,10,eval,pos,a_pos_1,b_pos_1,BESTÄNDIG,FREIGIEBIG,positiv,0.6521661595920967,NA
7,1,23,test,7,un,pos,b_neg_2,a_pos_2,TÜCKISCH,TATKRÄFTIG,positiv,0.7935052490954202,NA
7,1,24,test,23,eval,neg,b_neg_1,a_neg_1,UNBEGABT,GEFÜHLLOS,negativ,0.5470030713068982,NA
7,1,25,test,0,syn,pos,a_pos_1,a_pos_2,GUT,POSITIV,positiv,0.41829305124587024,NA
7,1,26,test,4,syn,neg,a_neg_1,a_neg_2,FREUDLOS,BEDRÜCKT,negativ,0.5936949283478069,NA
7,1,27,test,13,un,neg,a_pos_1,b_neg_1,LIEB,PRIMITIV,positiv,0.42905434898636324,NA
7,1,28,test,14,syn,pos,a_pos_1,a_pos_2,UNKOMPLIZIERT,ANGENEHM,negativ,0.900728374808786,NA
7,1,29,test,6,un,pos,b_neg_1,a_pos_2,UNWISSEND,ZUVERSICHTLICH,positiv,0.7287643822015881,NA
7,1,30,test,25,syn,pos,a_pos_2,a_pos_1,SINNLICH,LEIDENSCHAFTLICH,negativ,0.5093113511466926,NA
7,1,31,test,3,un,neg,a_pos_2,b_neg_2,BEGEISTERT,VERSCHWENDERISCH,negativ,0.7012628848295632,NA
7,1,32,test,18,syn,neg,a_neg_2,a_neg_1,UNBARMHERZIG,KALT,negativ,0.43764549715798085,NA
7,1,33,test,16,ant,neg,b_pos_1,b_neg_2,KREATIV,EINFALLSLOS,negativ,0.5496576462885252,NA
7,1,34,test,3,eval,pos,b_pos_2,a_pos_2,GENÜGSAM,BEGEISTERT,positiv,0.5700368816273153,NA
7,1,35,test,15,eval,neg,b_neg_1,a_neg_1,ÖDE,GEDANKENLOS,negativ,0.5465042485274229,NA
7,1,36,test,4,eval,pos,a_pos_2,b_pos_1,AUSGELASSEN,UNBESTECHLICH,positiv,0.5352382527998231,NA
7,1,37,test,25,ant,neg,a_pos_1,a_neg_2,LEIDENSCHAFTLICH,VERKLEMMT,negativ,0.7810002962810136,NA
7,1,38,test,0,ant,neg,b_pos_1,b_neg_2,HARMONISCH,ZICKIG,positiv,0.5474889205283295,NA
7,1,39,test,12,un,neg,a_pos_2,b_neg_2,KONTAKTFREUDIG,GESCHMACKLOS,negativ,0.5703569131180563,NA
7,1,40,test,8,ant,neg,b_pos_2,b_neg_2,GANZ,ZERSTÖRT,negativ,0.5344049235854651,NA
7,1,41,test,23,syn,pos,b_pos_2,b_pos_1,TALENTIERT,BEGNADET,negativ,0.7561613071790964,NA
7,1,42,test,14,eval,neg,a_neg_2,b_neg_2,NERVIG,TÖRICHT,negativ,0.7016953337034132,NA
7,1,43,test,13,ant,pos,a_neg_2,a_pos_1,GEMEIN,LIEB,negativ,0.33841488722382834,NA
7,1,44,test,9,eval,neg,a_neg_2,b_neg_1,FEIGE,STILLOS,negativ,0.8790127145257772,NA
7,1,45,test,10,un,neg,a_pos_1,b_neg_2,BESTÄNDIG,KNAUSERIG,negativ,0.4976530884183689,NA
7,1,46,test,27,ant,neg,b_pos_1,b_neg_2,GEFESTIGT,SPRUNGHAFT,positiv,0.6182003647849733,NA
7,1,47,test,19,un,neg,a_pos_1,b_neg_2,ZUSAMMEN,FINSTER,negativ,0.560702647857829,NA
7,1,48,test,17,eval,neg,a_neg_1,b_neg_1,AGGRESSIV,EINTÖNIG,negativ,0.6925564047738365,NA
7,1,49,test,22,ant,pos,b_neg_2,b_pos_2,SCHLUDRIG,SORGFÄLTIG,negativ,0.5849751870805872,NA
7,1,50,test,7,eval,neg,b_neg_1,a_neg_1,BETRÜGERISCH,UNBETEILIGT,negativ,0.9577183510716469,NA
7,1,51,test,6,un,neg,b_pos_2,a_neg_1,BELESEN,PESSIMISTISCH,negativ,0.6168536452587461,NA
7,1,52,test,1,syn,neg,a_neg_2,a_neg_1,UNPOPULÄR,UNBELIEBT,negativ,0.5017804044603204,NA
7,1,53,test,20,syn,pos,a_pos_1,a_pos_2,AUFGENOMMEN,INTEGRIERT,positiv,0.5330889118149273,NA
7,1,54,test,5,ant,neg,b_pos_2,b_neg_1,PRÄZISE,UNORDENTLICH,negativ,0.5038668508792182,NA
7,1,55,test,26,syn,neg,b_neg_1,b_neg_2,UNLUSTIG,UNWITZIG,negativ,0.7010708091410258,NA
7,1,56,test,2,un,pos,a_neg_2,b_pos_1,FETT,TAKTVOLL,negativ,0.6404117216274261,NA
7,1,57,test,21,ant,pos,a_neg_1,a_pos_2,FREMD,NAH,positiv,0.5067609496112098,NA
7,1,58,test,18,eval,pos,b_pos_2,a_pos_2,SCHLAU,GÜTIG,positiv,0.5967479389030916,NA
7,1,59,test,11,syn,neg,a_neg_1,a_neg_2,LAUNISCH,GEREIZT,positiv,0.6688643350107029,NA
7,1,60,test,24,un,pos,a_neg_2,b_pos_2,STRENG,EDEL,positiv,0.7983497145589257,NA
7,2,1,warm,7,syn,neg,a_neg_2,a_neg_1,UNERBITTLICH,ERBARMUNGSLOS,negativ,0.49022835461160796,NA
7,2,2,warm,6,ant,pos,b_neg_2,b_pos_2,SELBSTSÜCHTIG,GEMEINSCHAFTLICH,positiv,0.6597027355786187,NA
7,2,3,warm,2,eval,pos,a_pos_1,b_pos_1,SONNIG,INNOVATIV,positiv,0.5170013040304455,NA
7,2,4,warm,1,un,neg,a_pos_1,b_neg_2,ENTZÜCKEND,PEDANTISCH,positiv,0.6842813577173689,NA
7,2,5,test,26,ant,pos,b_neg_1,b_pos_1,UNLUSTIG,KOMISCH,positiv,0.535811440645887,NA
7,2,6,test,11,ant,pos,a_neg_1,a_pos_1,LAUNISCH,GELASSEN,positiv,0.6745437778908838,NA
7,2,7,test,20,eval,pos,b_pos_1,a_pos_1,SAUBER,AUFGENOMMEN,positiv,0.5604406385797628,NA
7,2,8,test,6,eval,neg,a_neg_1,b_neg_2,PESSIMISTISCH,AHNUNGSLOS,negativ,0.5852533263388477,NA
7,2,9,test,0,eval,neg,a_neg_1,b_neg_1,SCHLECHT,STREITSUCHEND,negativ,0.5910217450325767,NA
7,2,10,test,16,syn,neg,a_neg_2,a_neg_1,TAKTLOS,UNHÖFLICH,negativ,0.5562687933411266,NA
7,2,11,test,7,ant,pos,b_neg_2,b_pos_1,TÜCKISCH,TREU,positiv,0.45067824071563517,NA
7,2,12,test,18,syn,pos,b_pos_1,b_pos_2,KLUG,SCHLAU,positiv,0.5011699971141453,NA
7,2,13,test,27,syn,neg,a_neg_1,a_neg_2,TRÄGE,APATHISCH,negativ,0.9569241588279281,NA
7,2,14,test,4,syn,pos,b_pos_1,b_pos_2,UNBESTECHLICH,EHRENVOLL,positiv,0.5632572146317951,NA
7,2,15,test,14,eval,pos,b_pos_1,a_pos_1,WEISE,UNKOMPLIZIERT,negativ,0.786970167742962,NA
7,2,16,test,15,un,neg,a_pos_2,b_neg_2,EMPATHISCH,LANGWEILIG,positiv,0.46878411008327825,NA
7,2,17,test,24,eval,pos,a_pos_1,b_pos_1,WEICH,WERTVOLL,positiv,0.5591161272898941,NA
7,2,18,test,17,eval,pos,a_pos_2,b_pos_2,SANFTMÜTIG,SPANNEND,positiv,0.5287471425425293,NA
7,2,19,test,1,syn,pos,b_pos_2,b_pos_1,UNGEZWUNGEN,FREI,positiv,0.6247887009731337,NA
7,2,20,test,12,ant,pos,a_neg_1,a_pos_1,SCHÜCHTERN,GESELLIG,negativ,0.4218351156543692,NA
7,2,21,test,10,eval,neg,b_neg_1,a_neg_1,GEIZIG,WECHSELHAFT,positiv,0.6903335487838577,NA
7,2,22,test,25,ant,pos,b_neg_2,b_pos_1,PARTEIISCH,UNVOREINGENOMMEN,positiv,1.0384109277995566,NA
7,2,23,test,9,syn,pos,b_pos_1,b_pos_2,ELEGANT,ANMUTIG,positiv,0.621517133595877,NA
7,2,24,test,13,eval,neg,a_neg_1,b_neg_2,UNFREUNDLICH,ORDINÄR,negativ,1.050432949072745,NA
7,2,25,test,23,ant,neg,b_pos_1,b_neg_1,BEGNADET,UNBEGABT,positiv,0.4864765039462433,NA
7,2,26,test,5,syn,neg,a_neg_2,a_neg_1,TRAURIG,UNGLÜCKLICH,negativ,0.9699191319523943,NA
7,2,27,test,3,ant,neg,a_pos_2,a_neg_1,BEGEISTERT,KRITISCH,negativ,0.856492332687884,NA
7,2,28,test,8,un,neg,b_pos_1,a_neg_1,VOLLSTÄNDIG,AUFGEWÜHLT,negativ,0.7162980865597977,NA
7,2,29,test,2,eval,neg,b_neg_2,a_neg_1,DISTANZLOS,DICK,negativ,0.8604048750743634,NA
7,2,30,test,21,un,pos,a_neg_1,b_pos_1,FREMD,INTELLIGENT,positiv,0.6389317818560252,NA
7,2,31,test,22,un,neg,b_pos_1,a_neg_1,GEWISSENHAFT,GROB,negativ,0.7689240082349829,NA
7,2,32,test,19,un,pos,a_neg_1,b_pos_2,GETRENNT,STRAHLEND,positiv,0.5103438310687507,NA
7,2,33,test,7,syn,neg,b_neg_1,b_neg_2,BETRÜGERISCH,TÜCKISCH,negativ,0.6363433784236874,NA
7,2,34,test,5,un,pos,a_neg_1,b_pos_1,UNGLÜCKLICH,GENAU,positiv,0.4027435816251757,NA
7,2,35,test,12,syn,neg,a_neg_1,a_neg_2,SCHÜCHTERN,SCHEU,negativ,0.42386485885591607,NA
7,2,36,test,6,syn,pos,b_pos_2,b_pos_1,BELESEN,GEBILDET,positiv,0.48826190947707016,NA
7,2,37,test,2,eval,pos,b_pos_2,a_pos_1,DISKRET,SCHLANK,positiv,0.6687631269657797,NA
7,2,38,test,15,ant,pos,a_neg_1,a_pos_1,GEDANKENLOS,EINFÜHLSAM,positiv,0.4891915207277768,NA
7,2,39,test,4,eval,neg,a_neg_1,b_neg_1,FREUDLOS,KORRUPT,negativ,0.5410720349493802,NA
7,2,40,test,1,ant,neg,b_pos_2,b_neg_2,UNGEZWUNGEN,EINGESPERRT,negativ,0.5775752666172876,NA
7,2,41,test,9,syn,neg,b_neg_1,b_neg_2,STILLOS,UNFEIN,negativ,1.146382149880724,NA
7,2,42,test,20,ant,neg,b_pos_2,b_neg_2,REIN,DRECKIG,positiv,0.41300118562580335,NA
7,2,43,test,22,syn,pos,b_pos_2,b_pos_1,SORGFÄLTIG,GEWISSENHAFT,negativ,0.6082194444212866,NA
7,2,44,test,0,eval,pos,a_pos_1,b_pos_2,GUT,EINTRÄCHTIG,negativ,0.7423925488937114,NA
7,2,45,test,18,eval,neg,a_neg_1,b_neg_2,KALT,DOOF,negativ,0.8745423529920493,NA
7,2,46,test,13,un,pos,b_neg_2,a_pos_2,ORDINÄR,NETT,positiv,0.7318341974651804,NA
7,2,47,test,11,ant,neg,a_pos_2,a_neg_1,AUSGEGLICHEN,LAUNISCH,negativ,0.48485697256372384,NA
7,2,48,test,24,ant,neg,a_pos_2,a_neg_1,ZART,HART,positiv,0.6685338723771551,NA
7,2,49,test,10,syn,pos,b_pos_1,b_pos_2,FREIGIEBIG,SPENDABEL,positiv,0.7798057478575025,NA
7,2,50,test,23,un,pos,a_neg_2,b_pos_2,ABGESTUMPFT,TALENTIERT,positiv,0.4019954150392402,NA
7,2,51,test,17,un,neg,a_pos_2,b_neg_2,SANFTMÜTIG,MONOTON,positiv,0.5643639453764727,NA
7,2,52,test,26,un,neg,b_pos_1,a_neg_2,KOMISCH,MISSGÜNSTIG,negativ,0.41776016422870876,NA
7,2,53,test,14,un,neg,a_pos_1,b_neg_1,UNKOMPLIZIERT,UNVERNÜNFTIG,positiv,0.573584018256072,NA
7,2,54,test,8,eval,pos,b_pos_1,a_pos_2,VOLLSTÄNDIG,ENTSPANNT,positiv,0.6968146458697616,NA
7,2,55,test,27,ant,pos,a_neg_2,a_pos_2,APATHISCH,QUIRLIG,negativ,0.4712044639190136,NA
7,2,56,test,25,un,neg,a_pos_2,b_neg_1,SINNLICH,UNGERECHT,negativ,0.9234414202599801,NA
7,2,57,test,16,un,pos,a_neg_2,b_pos_1,TAKTLOS,KREATIV,negativ,0.7848492982748181,NA
7,2,58,test,3,un,pos,a_neg_2,b_pos_2,MÄKELIG,GENÜGSAM,positiv,0.8013413707570551,NA
7,2,59,test,19,ant,neg,a_pos_2,a_neg_1,GEMEINSAM,GETRENNT,negativ,0.7207471144664226,NA
7,2,60,test,21,syn,neg,b_neg_2,b_neg_1,DÄMLICH,BLÖD,negativ,0.3508265294218881,NA
7,3,1,warm,0,eval,neg,b_neg_1,a_neg_2,SPIEßIG,MANGELHAFT,negativ,0.6120148441292366,NA
7,3,2,warm,7,syn,pos,b_pos_2,b_pos_1,GEKONNT,GESCHICKT,positiv,0.5918133787368234,NA
7,3,3,warm,0,un,pos,a_neg_1,b_pos_1,UNGENÜGEND,OFFEN,positiv,0.537799685063028,NA
7,3,4,warm,5,ant,neg,a_pos_2,a_neg_2,PRAKTISCH,UMSTÄNDLICH,positiv,0.5055837365162185,NA
7,3,5,test,27,eval,pos,a_pos_2,b_pos_2,QUIRLIG,STETIG,negativ,0.6775759871305442,NA
7,3,6,test,3,syn,neg,b_neg_2,b_neg_1,VERSCHWENDERISCH,GIERIG,positiv,0.4829072198033563,NA
7,3,7,test,0,un,neg,b_pos_1,a_neg_2,HARMONISCH,NEGATIV,positiv,0.5112114853360934,NA
7,3,8,test,2,syn,neg,b_neg_2,b_neg_1,DISTANZLOS,AUFDRINGLICH,negativ,1.0866137108767489,NA
7,3,9,test,19,ant,pos,b_neg_2,b_pos_1,FINSTER,HELL,positiv,0.6199537085846114,NA
7,3,10,test,21,eval,pos,b_pos_2,a_pos_1,GESCHEIT,VERTRAUT,negativ,0.5054812701499236,NA
7,3,11,test,8,un,pos,b_neg_1,a_pos_1,KAPUTT,RUHIG,negativ,0.37752150901325826,NA
7,3,12,test,23,eval,pos,b_pos_2,a_pos_2,TALENTIERT,SENSIBEL,positiv,0.7526939081338442,NA
7,3,13,test,14,ant,pos,b_neg_2,b_pos_2,TÖRICHT,BEDACHT,positiv,0.4033089677487879,NA
7,3,14,test,12,syn,pos,a_pos_1,a_pos_2,GESELLIG,KONTAKTFREUDIG,positiv,0.42371571555904214,NA
7,3,15,test,20,ant,pos,b_neg_2,b_pos_1,DRECKIG,SAUBER,negativ,0.4019397617201162,NA
7,3,16,test,6,eval,pos,a_pos_2,b_pos_2,ZUVERSICHTLICH,BELESEN,positiv,0.34672818119418247,NA
7,3,17,test,26,ant,neg,b_pos_2,b_neg_1,SPAßIG,UNLUSTIG,negativ,0.3920994055100785,NA
7,3,18,test,22,eval,neg,b_neg_2,a_neg_2,SCHLUDRIG,RUPPIG,negativ,0.6058404566169341,NA
7,3,19,test,7,ant,neg,a_pos_2,a_neg_2,TATKRÄFTIG,TEILNAHMSLOS,negativ,0.615830042425613,NA
7,3,20,test,18,ant,pos,a_neg_1,a_pos_1,KALT,WARMHERZIG,positiv,0.4588109607554315,NA
7,3,21,test,24,eval,neg,a_neg_1,b_neg_2,HART,SCHÄBIG,negativ,0.604110477684808,NA
7,3,22,test,5,syn,pos,a_pos_1,a_pos_2,FROH,ZUFRIEDEN,positiv,0.7769054261164976,NA
7,3,23,test,1,eval,pos,b_pos_1,a_pos_2,FREI,ANGESEHEN,positiv,0.5484958597903999,NA
7,3,24,test,13,ant,neg,a_pos_2,a_neg_1,NETT,UNFREUNDLICH,negativ,0.3693849347929362,NA
7,3,25,test,16,ant,pos,b_neg_1,b_pos_2,FANTASIELOS,ORIGINELL,positiv,0.7070950562002043,NA
7,3,26,test,11,un,neg,a_pos_1,b_neg_1,GELASSEN,HÄSSLICH,negativ,0.4548335446169868,NA
7,3,27,test,10,syn,neg,a_neg_1,a_neg_2,WECHSELHAFT,LABIL,positiv,0.6755329780639924,NA
7,3,28,test,17,syn,pos,a_pos_1,a_pos_2,FRIEDLICH,SANFTMÜTIG,positiv,0.5077445137554885,NA
7,3,29,test,9,un,neg,b_pos_1,a_neg_2,ELEGANT,FEIGE,positiv,0.6022002084424238,NA
7,3,30,test,15,ant,neg,b_pos_1,b_neg_1,ABWECHSLUNGSREICH,ÖDE,positiv,0.5045376499027968,NA
7,3,31,test,25,syn,neg,b_neg_1,b_neg_2,UNGERECHT,PARTEIISCH,positiv,0.601125862966836,NA
7,3,32,test,4,ant,neg,b_pos_1,b_neg_2,UNBESTECHLICH,KÄUFLICH,negativ,0.7430272125961102,NA
7,3,33,test,13,eval,pos,a_pos_2,b_pos_1,NETT,NIVEAUVOLL,negativ,0.8756067337090866,NA
7,3,34,test,26,syn,pos,b_pos_1,b_pos_2,KOMISCH,SPAßIG,negativ,0.652417113306908,NA
7,3,35,test,3,syn,pos,b_pos_2,b_pos_1,GENÜGSAM,BESCHEIDEN,negativ,0.5946506404999948,NA
7,3,36,test,16,eval,neg,a_neg_2,b_neg_1,TAKTLOS,FANTASIELOS,positiv,0.44165230002264355,NA
7,3,37,test,1,un,neg,a_pos_1,b_neg_1,GESCHÄTZT,GEFANGEN,negativ,0.6626871106240031,NA
7,3,38,test,8,syn,neg,a_neg_1,a_neg_2,AUFGEWÜHLT,NERVÖS,negativ,0.29005930809434444,NA
7,3,39,test,7,eval,pos,a_pos_1,b_pos_2,MOTIVIERT,LOYAL,positiv,0.38757181520215256,NA
7,3,40,test,23,un,neg,a_pos_2,b_neg_2,SENSIBEL,UNFÄHIG,negativ,0.6836406317826237,NA
7,3,41,test,0,ant,pos,a_neg_2,a_pos_1,NEGATIV,GUT,negativ,0.5017328008479822,NA
7,3,42,test,25,un,pos,b_neg_1,a_pos_2,UNGERECHT,SINNLICH,positiv,0.5178692262610782,NA
7,3,43,test,19,eval,neg,a_neg_2,b_neg_1,GESCHIEDEN,DUNKEL,negativ,0.3763418181959203,NA
7,3,44,test,9,ant,pos,b_neg_1,b_pos_1,STILLOS,ELEGANT,positiv,0.6304929802213886,NA
7,3,45,test,12,eval,neg,a_neg_2,b_neg_1,SCHEU,FAD,negativ,0.6650497994532524,NA
7,3,46,test,14,syn,neg,a_neg_1,a_neg_2,LÄSTIG,NERVIG,negativ,0.5557561025605715,NA
7,3,47,test,17,syn,neg,a_neg_2,a_neg_1,ANGRIFFSLUSTIG,AGGRESSIV,positiv,0.710447261938491,NA
7,3,48,test,20,un,neg,b_pos_1,a_neg_2,SAUBER,AUSGEGRENZT,positiv,0.7068898221761,NA
7,3,49,test,6,ant,neg,a_pos_2,a_neg_2,ZUVERSICHTLICH,HOFFNUNGSLOS,negativ,0.5639986915370145,NA
7,3,50,test,10,un,pos,b_neg_1,a_pos_1,GEIZIG,BESTÄNDIG,positiv,0.5220359523876138,NA
7,3,51,test,2,syn,pos,b_pos_1,b_pos_2,TAKTVOLL,DISKRET,negativ,0.5575362162152158,NA
7,3,52,test,24,syn,pos,a_pos_1,a_pos_2,WEICH,ZART,positiv,0.550921379377297,NA
7,3,53,test,5,eval,neg,b_neg_1,a_neg_2,UNORDENTLICH,TRAURIG,negativ,0.32429819566172313,NA
7,3,54,test,27,un,neg,a_pos_1,b_neg_1,LEBHAFT,WANKELMÜTIG,positiv,0.6778606782105303,NA
7,3,55,test,21,eval,neg,b_neg_2,a_neg_1,DÄMLICH,FREMD,negativ,0.5846561299383016,NA
7,3,56,test,22,un,pos,b_neg_2,a_pos_2,SCHLUDRIG,SANFT,positiv,0.3584467404422138,NA
7,3,57,test,18,ant,neg,b_pos_2,b_neg_1,SCHLAU,DUMM,negativ,0.38678505118243367,NA
7,3,58,test,4,un,pos,b_neg_2,a_pos_1,KÄUFLICH,UNBESCHWERT,positiv,0.7652052725004179,NA
7,3,59,test,11,un,pos,a_neg_1,b_pos_2,LAUNISCH,HÜBSCH,positiv,0.5576491073996439,NA
7,3,60,test,15,un,pos,b_neg_1,a_pos_2,ÖDE,EMPATHISCH,positiv,0.5281683591576904,NA
7,4,1,warm,3,un,pos,a_neg_2,b_pos_2,MATT,RESPEKTABEL,positiv,0.4560227244345873,NA
7,4,2,warm,2,ant,neg,a_pos_1,a_neg_2,SONNIG,NASS,negativ,0.6342998405453708,NA
7,4,3,warm,1,syn,pos,a_pos_2,a_pos_1,BEZAUBERND,ENTZÜCKEND,negativ,0.5170568389331629,NA
7,4,4,warm,4,eval,neg,a_neg_2,b_neg_1,AFFEKTIERT,GEFÄHRLICH,negativ,0.3757496313748675,NA
7,4,5,test,2,ant,neg,b_pos_2,b_neg_2,DISKRET,DISTANZLOS,negativ,0.6059498539104389,NA
7,4,6,test,1,un,pos,b_neg_2,a_pos_1,EINGESPERRT,GESCHÄTZT,positiv,0.5444956295405593,NA
7,4,7,test,22,eval,pos,b_pos_1,a_pos_1,GEWISSENHAFT,ZÄRTLICH,positiv,0.32700338018879693,NA
7,4,8,test,6,syn,neg,b_neg_2,b_neg_1,AHNUNGSLOS,UNWISSEND,negativ,0.7410190350727273,NA
7,4,9,test,27,syn,pos,b_pos_2,b_pos_1,STETIG,GEFESTIGT,positiv,0.8874705740817621,NA
7,4,10,test,25,eval,pos,a_pos_2,b_pos_2,SINNLICH,FAIR,positiv,0.7623934142488855,NA
7,4,11,test,3,ant,pos,a_neg_2,a_pos_1,MÄKELIG,ENTHUSIASTISCH,positiv,0.5788884301805444,NA
7,4,12,test,20,un,pos,a_neg_1,b_pos_2,VERSTOßEN,REIN,positiv,0.6040011926091617,NA
7,4,13,test,14,ant,neg,a_pos_1,a_neg_1,UNKOMPLIZIERT,LÄSTIG,positiv,0.5095169445753405,NA
7,4,14,test,5,eval,pos,a_pos_1,b_pos_2,FROH,PRÄZISE,positiv,0.434991681296903,NA
7,4,15,test,16,un,neg,b_pos_1,a_neg_2,KREATIV,TAKTLOS,negativ,0.46391593173149953,NA
7,4,16,test,24,un,neg,a_pos_2,b_neg_1,ZART,BILLIG,negativ,0.8049188658701563,NA
7,4,17,test,9,ant,neg,a_pos_1,a_neg_1,MUTIG,ÄNGSTLICH,positiv,0.4646464837412271,NA
7,4,18,test,23,ant,pos,a_neg_1,a_pos_1,GEFÜHLLOS,FEINFÜHLIG,positiv,0.4081225387735325,NA
7,4,19,test,4,ant,pos,a_neg_2,a_pos_2,BEDRÜCKT,AUSGELASSEN,negativ,0.572467112378073,NA
7,4,20,test,7,syn,pos,a_pos_2,a_pos_1,TATKRÄFTIG,MOTIVIERT,positiv,0.325631495233886,NA
7,4,21,test,26,eval,neg,b_neg_2,a_neg_1,UNWITZIG,NEIDISCH,negativ,0.6414177344224917,NA
7,4,22,test,21,syn,pos,b_pos_1,b_pos_2,INTELLIGENT,GESCHEIT,positiv,0.4723618013268495,NA
